after right	0	-1	4	1	1	5	5	6	1
after forward	0	0	4	1	7	6	8	1	0
S	4	8	1	1	2	9	2	8	24
after forward	3	8	1	2	1	9	7	1	22
after left	3	8	3	2	9	1	1	7	21
after bash	3	7	3	9	1	9	4	2	18
after forward	3	6	3	1	8	6	8	9	17
after bash	3	5	3	8	2	8	2	1	14
after forward	3	4	3	2	1	2	3	8	12
after forward	3	3	3	1	3	3	9	2	11
after forward	3	2	3	3	5	9	4	1	8
after bash	3	1	3	5	1	9	3	3	5
after forward	3	0	3	1	100	3	1	5	4
after right	3	0	1	1	1	100	5	3	3
after forward	2	0	1	1	1	100	3	1	2
after forward	1	0	1	1	1	100	8	1	1
after forward	0	0	1	1	2	100	3	1	0
S	-1	7	1	1	1	5	100	6	29
after forward	-2	7	1	1	3	3	100	1	28
after left	-2	7	3	1	3	1	3	100	27
after forward	-2	6	3	3	5	5	3	1	24
after bash	-2	5	3	5	3	1	8	3	21
after forward	-2	4	3	3	4	9	6	5	18
after bash	-2	3	3	4	1	9	1	3	15
after forward	-2	2	3	1	1	5	6	4	14
after forward	-2	1	3	1	7	9	6	1	13
after left	-2	1	2	1	9	1	7	6	12
after bash	-1	1	2	9	5	5	9	1	9
after forward	0	1	2	5	5	9	1	9	4
after right	0	1	3	5	1	5	9	9	1
after forward	0	0	3	1	4	5	9	5	0
S	5	-2	1	1	8	100	2	1	19
after bash	4	-2	1	8	2	100	7	1	16
after forward	3	-2	1	2	3	100	7	8	14
after bash	2	-2	1	3	1	100	5	2	11
after forward	1	-2	1	1	5	100	3	3	10
after right	1	-2	4	1	3	5	3	100	9
after forward	1	-1	4	3	8	2	5	1	6
after left	1	-1	1	3	2	1	8	5	4
after forward	0	-1	1	2	8	5	1	3	2
after right	0	-1	4	2	1	8	3	5	1
after forward	0	0	4	1	4	5	8	2	0
S	-4	1	1	1	9	3	8	8	14
after left	-4	1	3	1	3	8	9	8	13
after forward	-4	0	3	3	2	7	5	1	10
after left	-4	0	2	3	7	1	2	5	8
after bash	-3	0	2	7	3	8	1	3	5
after forward	-2	0	2	3	1	7	4	7	2
after forward	-1	0	2	1	1	6	7	3	1
after forward	0	0	2	1	4	4	2	1	0
S	-2	4	1	1	5	7	100	5	21
after left	-2	4	3	1	7	5	5	100	20
after left	-2	4	2	1	5	100	7	5	19
after bash	-1	4	2	5	3	100	1	1	16
after forward	0	4	2	3	8	100	3	5	13
after right	0	4	3	3	3	8	5	100	11
after bash	0	3	3	3	4	1	1	3	8
after forward	0	2	3	4	5	5	3	3	4
after bash	0	1	3	5	1	9	3	4	1
after forward	0	0	3	1	9	1	5	5	0
S	-2	0	1	1	1	8	5	5	6
after left	-2	0	3	1	8	5	1	5	5
after left	-2	0	2	1	5	5	8	1	4
after bash	-1	0	2	5	1	5	5	1	1
after forward	0	0	2	1	4	6	1	5	0
S	5	1	1	1	9	3	8	2	20
after forward	4	1	1	9	9	3	6	1	11
after bash	3	1	1	9	1	4	3	9	8
after forward	2	1	1	1	1	9	1	9	7
after forward	1	1	1	1	3	5	2	1	6
after forward	0	1	1	3	3	1	1	1	3
after left	0	1	3	3	1	1	3	1	1
after forward	0	0	3	1	2	5	4	3	0
S	1	-3	1	1	3	5	2	7	10
after right	1	-3	4	1	2	3	7	5	9
after forward	1	-2	4	2	6	1	7	1	7
after left	1	-2	1	2	1	1	6	7	6
after forward	0	-2	1	1	4	3	3	2	5
after right	0	-2	4	1	3	4	2	3	4
after bash	0	-1	4	3	1	9	6	1	1
after forward	0	0	4	1	1	9	5	3	0
S	-7	7	1	1	1	1	5	1	35
after left	-7	7	3	1	1	1	1	5	34
after left	-7	7	2	1	1	5	1	1	33
after forward	-6	7	2	1	8	6	8	1	32
after bash	-5	7	2	8	1	9	5	1	29
after forward	-4	7	2	1	8	5	8	8	28
after right	-4	7	3	1	8	8	8	5	27
after bash	-4	6	3	8	1	8	5	1	24
after forward	-4	5	3	1	5	8	7	8	23
after bash	-4	4	3	5	4	8	8	1	20
after forward	-4	3	3	4	1	7	5	5	16
after forward	-4	2	3	1	2	5	4	4	15
after forward	-4	1	3	2	1	4	2	1	13
after forward	-4	0	3	1	1	4	1	2	12
after left	-4	0	2	1	4	2	1	1	11
after bash	-3	0	2	4	4	4	8	1	8
after forward	-2	0	2	4	3	4	3	4	4
after bash	-1	0	2	3	1	4	5	4	1
after forward	0	0	2	1	100	5	3	3	0
S	1	1	1	1	9	9	1	6	12
after right	1	1	4	1	1	9	6	9	11
after forward	1	2	4	1	100	3	2	1	10
after left	1	2	1	1	3	1	100	2	9
after forward	0	2	1	3	9	9	100	1	6
after left	0	2	3	3	9	1	9	100	4
after bash	0	1	3	9	1	1	3	3	1
after forward	0	0	3	1	4	9	8	9	0
S	6	4	1	1	4	3	8	6	24
after left	6	4	3	1	3	6	4	8	23
after forward	6	3	3	3	9	9	1	1	20
after bash	6	2	3	9	5	7	8	3	17
after forward	6	1	3	5	1	9	9	9	12
after forward	6	0	3	1	1	7	1	5	11
after right	6	0	1	1	1	1	5	7	10
after forward	5	0	1	1	3	6	9	1	9
after forward	4	0	1	3	3	4	4	1	6
after bash	3	0	1	3	1	8	4	3	3
after forward	2	0	1	1	1	3	7	3	2
after forward	1	0	1	1	1	7	3	1	1
after forward	0	0	1	1	7	7	1	1	0
S	1	-7	1	1	4	9	1	100	21
after right	1	-7	4	1	1	4	100	9	20
after forward	1	-6	4	1	7	7	100	1	19
after bash	1	-5	4	7	5	3	100	1	16
after forward	1	-4	4	5	8	7	100	7	11
after bash	1	-3	4	8	3	6	100	5	8
after forward	1	-2	4	3	1	8	100	8	5
after forward	1	-1	4	1	5	1	100	3	4
after left	1	-1	1	1	1	3	5	100	3
after forward	0	-1	1	1	6	8	1	1	2
after right	0	-1	4	1	1	6	1	8	1
after forward	0	0	4	1	100	4	5	1	0
S	-2	-4	1	1	9	7	6	2	18
after right	-2	-4	4	1	6	9	2	7	17
after bash	-2	-3	4	6	5	1	8	1	14
after forward	-2	-2	4	5	4	7	7	6	9
after bash	-2	-1	4	4	1	9	2	5	6
after forward	-2	0	4	1	100	7	8	4	5
after right	-2	0	2	1	8	100	4	7	4
after bash	-1	0	2	8	1	100	2	1	1
after forward	0	0	2	1	8	100	8	8	0
S	-3	1	1	1	6	9	100	6	19
after left	-3	1	3	1	9	6	6	100	18
after bash	-3	0	3	9	1	8	8	1	15
after forward	-3	-1	3	1	2	6	2	9	14
after left	-3	-1	2	1	6	9	2	2	13
after bash	-2	-1	2	6	4	8	1	1	10
after forward	-1	-1	2	4	3	2	9	6	6
after forward	0	-1	2	3	9	1	6	4	3
after left	0	-1	4	3	1	4	9	6	1
after forward	0	0	4	1	5	2	4	3	0
S	6	-7	1	1	5	100	4	2	37
after bash	5	-7	1	5	1	100	1	1	34
after forward	4	-7	1	1	4	100	3	5	33
after right	4	-7	4	1	3	4	5	100	32
after forward	4	-6	4	3	4	6	1	1	29
after bash	4	-5	4	4	1	7	1	3	26
after forward	4	-4	4	1	4	9	6	4	25
after forward	4	-3	4	4	4	8	5	1	21
after bash	4	-2	4	4	1	6	8	4	18
after forward	4	-1	4	1	3	7	3	4	17
after left	4	-1	1	1	7	4	3	3	16
after bash	3	-1	1	7	1	6	7	1	13
after forward	2	-1	1	1	4	8	8	7	12
after bash	1	-1	1	4	5	9	5	1	9
after forward	0	-1	1	5	8	7	1	4	4
after right	0	-1	4	5	1	8	4	7	1
after forward	0	0	4	1	9	1	5	5	0
S	-5	0	1	1	6	1	7	1	13
after left	-5	0	3	1	1	1	6	7	12
after left	-5	0	2	1	1	7	1	6	11
after forward	-4	0	2	1	6	1	6	1	10
after bash	-3	0	2	6	3	1	5	1	7
after forward	-2	0	2	3	4	1	1	6	4
after bash	-1	0	2	4	1	3	4	3	1
after forward	0	0	2	1	3	3	9	4	0
S	3	2	1	1	3	3	8	4	15
after left	3	2	3	1	3	4	3	8	14
after bash	3	1	3	3	2	1	7	1	11
after forward	3	0	3	2	4	8	8	3	9
after right	3	0	1	2	8	4	3	8	8
after bash	2	0	1	8	4	1	7	2	5
after forward	1	0	1	4	1	5	2	8	1
after forward	0	0	1	1	7	2	9	4	0
S	5	3	1	1	8	6	9	3	20
after bash	4	3	1	8	3	2	6	1	17
after forward	3	3	1	3	1	7	1	8	14
after forward	2	3	1	1	6	3	8	3	13
after left	2	3	3	1	3	3	6	8	12
after forward	2	2	3	3	3	7	7	1	9
after right	2	2	1	3	7	3	1	7	7
after bash	1	2	1	7	1	2	6	3	4
after forward	0	2	1	1	7	1	7	7	3
after left	0	2	3	1	1	7	7	7	2
after forward	0	1	3	1	1	2	9	1	1
after forward	0	0	3	1	100	6	4	1	0
S	1	2	1	1	1	6	8	100	6
after forward	0	2	1	1	6	4	3	1	5
after left	0	2	3	1	4	1	6	3	4
after bash	0	1	3	4	1	6	3	1	1
after forward	0	0	3	1	8	2	6	4	0
S	-3	3	1	1	6	7	100	3	16
after left	-3	3	3	1	7	3	6	100	15
after left	-3	3	2	1	3	100	7	6	14
after forward	-2	3	2	3	3	100	8	1	11
after bash	-1	3	2	3	1	100	6	3	8
after forward	0	3	2	1	9	100	2	3	7
after right	0	3	3	1	2	9	3	100	6
after forward	0	2	3	2	6	5	6	1	4
after bash	0	1	3	6	1	1	5	2	1
after forward	0	0	3	1	5	8	7	6	0
S	3	-7	1	1	5	100	5	100	32
after bash	2	-7	1	5	3	100	6	1	29
after forward	1	-7	1	3	2	100	7	5	26
after right	1	-7	4	3	7	2	5	100	24
after bash	1	-6	4	7	5	4	6	3	21
after forward	1	-5	4	5	9	3	9	7	16
after bash	1	-4	4	9	5	8	8	5	13
after forward	1	-3	4	5	2	7	3	9	8
after forward	1	-2	4	2	5	5	8	5	6
after bash	1	-1	4	5	1	5	8	2	3
after forward	1	0	4	1	6	1	4	5	2
after left	1	0	1	1	1	5	6	4	1
after forward	0	0	1	1	5	5	8	1	0
S	-6	-2	1	1	7	6	8	7	30
after right	-6	-2	4	1	8	7	7	6	29
after bash	-6	-1	4	8	4	3	1	1	26
after forward	-6	0	4	4	8	8	8	8	22
after right	-6	0	2	4	8	8	8	8	20
after bash	-5	0	2	8	5	3	1	4	17
after forward	-4	0	2	5	9	5	8	8	12
after bash	-3	0	2	9	5	6	3	5	9
after forward	-2	0	2	5	7	8	3	9	4
after bash	-1	0	2	7	1	1	1	5	1
after forward	0	0	2	1	100	4	9	7	0
S	0	-2	1	1	9	5	6	100	5
after right	0	-2	4	1	6	9	100	5	4
after bash	0	-1	4	6	1	3	100	1	1
after forward	0	0	4	1	5	6	100	6	0
S	-2	1	1	1	1	9	2	7	8
after left	-2	1	3	1	9	7	1	2	7
after left	-2	1	2	1	7	2	9	1	6
after bash	-1	1	2	7	1	7	6	1	3
after forward	0	1	2	1	9	8	1	7	2
after right	0	1	3	1	1	9	7	8	1
after forward	0	0	3	1	9	8	6	1	0
S	-7	7	1	1	100	1	8	3	31
after left	-7	7	3	1	1	3	100	8	30
after forward	-7	6	3	1	9	9	100	1	29
after bash	-7	5	3	9	4	9	100	1	26
after forward	-7	4	3	4	2	4	100	9	22
after forward	-7	3	3	2	2	4	100	4	20
